Date,open,high,low,close,volume,price_change,price_change_pct,weekly_range,weekly_range_pct,rsi_14,rsi_14_signal,macd,macd_signal,macd_histogram,ema_10,ema_30,trend_score,trend_regime
1990-01-05 00:00:00-05:00,353.3999938964844,360.5899963378906,351.3500061035156,352.20001220703125,689930000,-1.199981689453125,-0.33955339846571014,9.239990234375,2.623506505997371,50.0,neutral,0.0,0.0,0.0,352.20001220703125,352.20001220703125,,strong_bearish
1990-01-12 00:00:00-05:00,352.20001220703125,354.239990234375,339.489990234375,339.92999267578125,809580000,-12.27001953125,-3.483821438381269,14.75,4.339128737624594,50.0,neutral,-0.2752888997395644,-0.1529382776330913,-0.12235062210647307,345.4515014648438,345.8605021158854,,strong_bearish
1990-01-19 00:00:00-05:00,339.92999267578125,342.010009765625,333.3699951171875,339.1499938964844,861310000,-0.779998779296875,-0.22945865210570662,8.6400146484375,2.547549698931916,50.0,neutral,-0.37496041496461885,-0.24393095686732388,-0.13102945809729497,342.9183372928455,343.47294254578384,,strong_bearish
1990-01-26 00:00:00-05:00,339.1400146484375,339.9599914550781,321.44000244140625,325.79998779296875,905970000,-13.34002685546875,-3.9334865481141805,18.519989013671875,5.68446584026286,50.0,neutral,-0.8931005318302709,-0.46383934946994815,-0.4292611823603228,337.2786038313762,338.60339949138955,,strong_bearish
1990-02-02 00:00:00-05:00,325.79998779296875,332.1000061035156,319.8299865722656,330.9200134277344,845440000,5.120025634765625,1.5715241947827117,12.27001953125,3.7078505479782655,50.0,neutral,-0.9521105035402684,-0.6090889788340367,-0.3430215247062317,335.4532254642908,336.8552431393974,27.75,bearish
1990-02-09 00:00:00-05:00,330.9200134277344,336.0899963378906,326.54998779296875,333.6199951171875,774880000,2.699981689453125,0.8159016015641318,9.540008544921875,2.859543398042089,50.0,neutral,-0.8542341891406977,-0.6755369606371693,-0.17869722850352843,334.9770722200381,336.22231782694865,31.78593403829093,bearish
1990-02-16 00:00:00-05:00,333.6199951171875,335.6400146484375,327.9200134277344,332.7200012207031,742870000,-0.899993896484375,-0.2697661739873363,7.720001220703125,2.32026965387699,50.0,neutral,-0.8175225087796321,-0.7114697150422807,-0.10605279373735133,334.43320877792104,335.6165693531906,35.811955504345875,bearish
1990-02-23 00:00:00-05:00,332.7200012207031,332.7200012207031,322.1000061035156,324.1499938964844,639350000,-8.57000732421875,-2.5757415522891898,10.6199951171875,3.2762595456284167,50.0,neutral,-1.1873494322787792,-0.8258325600142774,-0.3615168722645018,332.0937278347784,333.8273717087903,34.64941051161156,bearish
1990-03-02 00:00:00-05:00,324.1600036621094,335.5400085449219,323.9800109863281,335.5400085449219,808150000,11.3800048828125,3.5106135100721843,11.55999755859375,3.4451920081673673,50.0,neutral,-0.8602815077297237,-0.8337904378386564,-0.02649106989106731,332.843517917238,334.07219811117415,39.22241561766786,bearish
1990-03-09 00:00:00-05:00,335.5400085449219,340.6600036621094,333.489990234375,337.92999267578125,768640000,2.389984130859375,0.7122799278761434,7.170013427734375,2.121745208515265,50.0,neutral,-0.49264566291174106,-0.7573542048280205,0.26470854191627946,333.91196329834,334.5835706232069,47.921998637760346,neutral
